MatchID,Location,Date,Attendance
659618,Seattle Washington USA ,2023-03-18,32515
659623,Atlanta Georgia USA ,2023-03-18,42648
659620,Montreal Canada ,2023-03-18,23352
659621,Foxborough Massachusetts USA ,2023-03-18,14930
659622,New York City USA ,2023-03-18,17281
659625,Harrison New Jersey USA ,2023-03-18,15412
659619,Orlando Florida USA ,2023-03-18,18123
659624,Toronto Canada ,2023-03-18,20701
659626,Chicago Illinois USA ,2023-03-18,7815
659629,Frisco Texas USA ,2023-03-18,17467
659627,Houston Texas USA ,2023-03-18,19047
659628,St. Louis Missouri USA ,2023-03-18,22423
659630,Commerce City Colorado USA ,2023-03-18,12538
659631,Carson California USA ,2023-03-18,23112
659617,Los Angeles California USA ,2023-03-12,22007
659604,Charlotte North Carolina USA ,2023-03-11,31538
659605,Vancouver Canada ,2023-03-11,16780
659610,Washington District of Columbia USA ,2023-03-11,15994
659609,Cincinnati Ohio USA ,2023-03-11,25513
659606,New York City USA ,2023-03-11,24489
659607,Chester Pennsylvania USA ,2023-03-11,18520
659608,Toronto Canada ,2023-03-11,25796
659613,Saint Paul Minnesota USA ,2023-03-11,19614
659611,Nashville Tennessee USA ,2023-03-11,25958
659612,Kansas City Kansas USA ,2023-03-11,18612
659614,Sandy Utah USA ,2023-03-11,20052
659615,Portland Oregon USA ,2023-03-11,23386
659616,San Jose California USA ,2023-03-11,13383
659590,Los Angeles California USA ,2023-03-04,22202
659593,Atlanta Georgia USA ,2023-03-04,42817
659595,Columbus Ohio USA ,2023-03-04,20391
659594,Fort Lauderdale Florida USA ,2023-03-04,15628
659596,Foxborough Massachusetts USA ,2023-03-04,13176
659591,Harrison New Jersey USA ,2023-03-04,18474
659592,Orlando Florida USA ,2023-03-04,18062
659600,Austin Texas USA ,2023-03-04,20738
659599,Chicago Illinois USA ,2023-03-04,19671
659598,Frisco Texas USA ,2023-03-04,19906
659597,St. Louis Missouri USA ,2023-03-04,22423
659601,Commerce City Colorado USA ,2023-03-04,14954
659602,San Jose California USA ,2023-03-04,18000
659603,Seattle Washington USA ,2023-03-04,30011
659588,Portland Oregon USA ,2023-02-27,22925
659589,Seattle Washington USA ,2023-02-26,30032
659576,Nashville Tennessee USA ,2023-02-25,28051
659582,Atlanta Georgia USA ,2023-02-25,67538
659581,Charlotte North Carolina USA ,2023-02-25,69345
659580,Washington District of Columbia USA ,2023-02-25,17397
659577,Cincinnati Ohio USA ,2023-02-25,25513
659578,Fort Lauderdale Florida USA ,2023-02-25,17655
659583,Orlando Florida USA ,2023-02-25,24088
659579,Chester Pennsylvania USA ,2023-02-25,18510
659585,Austin Texas USA ,2023-02-25,20738
659584,Frisco Texas USA ,2023-02-25,19096
659587,Vancouver Canada ,2023-02-25,19614
623625,Atlanta Georgia USA ,2022-10-09,43312
623631,Bridgeview Illinois USA ,2022-10-09,14357
623630,Washington District of Columbia USA ,2022-10-09,19325
623626,Fort Lauderdale Florida USA ,2022-10-09,15635
623629,Harrison New Jersey USA ,2022-10-09,23672
623628,Orlando Florida USA ,2022-10-09,21693
623627,Chester Pennsylvania USA ,2022-10-09,19228
623638,Austin Texas USA ,2022-10-09,20738
623635,Frisco Texas USA ,2022-10-09,19096
623634,Houston Texas USA ,2022-10-09,21284
623632,Los Angeles California USA ,2022-10-09,22205
623637,Saint Paul Minnesota USA ,2022-10-09,19941
623636,Sandy Utah USA ,2022-10-09,21333
623633,Seattle Washington USA ,2022-10-09,33910
623471,Charlotte North Carolina USA ,2022-10-05,34122
623567,Fort Lauderdale Florida USA ,2022-10-05,15228
623615,Harrison New Jersey USA ,2022-10-02,13169
623622,Portland Oregon USA ,2022-10-02,25218
623623,Kansas City Kansas USA ,2022-10-02,19439
623624,Nashville Tennessee USA ,2022-10-02,28720
623613,Foxborough Massachusetts USA ,2022-10-01,33421
623614,Commerce City Colorado USA ,2022-10-01,17193
623616,Charlotte North Carolina USA ,2022-10-01,43860
623618,Montreal Canada ,2022-10-01,19619
623619,Columbus Ohio USA ,2022-10-01,20757
623617,Cincinnati Ohio USA ,2022-10-01,25316
623612,San Jose California USA ,2022-10-01,15709
623620,Vancouver Canada ,2022-10-01,19292
623621,Carson California USA ,2022-10-01,26674
623611,Toronto Canada ,2022-09-30,27703
623249,Seattle Washington USA ,2022-09-27,31291
623385,Stanford California USA ,2022-09-24,44200
623608,Columbus Ohio USA ,2022-09-18,20421
623609,Washington District of Columbia USA ,2022-09-18,14284
623610,Los Angeles California USA ,2022-09-18,22131
623597,New York City USA ,2022-09-17,30151
623599,Atlanta Georgia USA ,2022-09-17,42521
623601,Foxborough Massachusetts USA ,2022-09-17,35455
623600,Orlando Florida USA ,2022-09-17,17189
623602,Chicago Illinois USA ,2022-09-17,21450
623603,Kansas City Kansas USA ,2022-09-17,19680
623604,Austin Texas USA ,2022-09-17,20738
623605,Sandy Utah USA ,2022-09-17,20222
623606,Vancouver Canada ,2022-09-17,19722
623607,Carson California USA ,2022-09-17,20325
623598,San Jose California USA ,2022-09-17,12355
623594,Orlando Florida USA ,2022-09-14,15340
623593,Austin Texas USA ,2022-09-14,20738
623595,Commerce City Colorado USA ,2022-09-14,11938
623596,Vancouver Canada ,2022-09-14,16681
623588,Montreal Canada ,2022-09-13,11535
623589,Fort Lauderdale Florida USA ,2022-09-13,9778
623590,Saint Paul Minnesota USA ,2022-09-13,19861
623592,Houston Texas USA ,2022-09-13,10305
623591,Kansas City Kansas USA ,2022-09-13,15106
623577,Charlotte North Carolina USA ,2022-09-10,30159
623576,Nashville Tennessee USA ,2022-09-10,28753
623575,Harrison New Jersey USA ,2022-09-10,16301
623578,Atlanta Georgia USA ,2022-09-10,42670
623580,Cincinnati Ohio USA ,2022-09-10,22557
623579,Chester Pennsylvania USA ,2022-09-10,19079
623581,Bridgeview Illinois USA ,2022-09-10,15104
623582,Seattle Washington USA ,2022-09-10,34721
623584,Frisco Texas USA ,2022-09-10,19096
623583,Houston Texas USA ,2022-09-10,15169
623585,Commerce City Colorado USA ,2022-09-10,14036
623586,Sandy Utah USA ,2022-09-10,20487
623587,Portland Oregon USA ,2022-09-10,25019
623574,Montreal Canada ,2022-09-09,19619
623573,New York New York USA ,2022-09-07,14248
623566,Portland Oregon USA ,2022-09-04,24438
623561,Washington District of Columbia USA ,2022-09-04,16502
623563,Toronto Canada ,2022-09-04,28793
623568,Carson California USA ,2022-09-04,20104
623569,Foxborough Massachusetts USA ,2022-09-04,17793
623570,Seattle Washington USA ,2022-09-04,33621
623571,San Jose California USA ,2022-09-04,13211
623572,Los Angeles California USA ,2022-09-04,22199
623560,Saint Paul Minnesota USA ,2022-09-03,19761
623562,Columbus Ohio USA ,2022-09-03,18189
623559,Harrison New Jersey USA ,2022-09-03,16247
623564,Cincinnati Ohio USA ,2022-09-03,21165
623565,Nashville Tennessee USA ,2022-09-03,25293
623551,Chester Pennsylvania USA ,2022-08-31,18214
623549,Montreal Canada ,2022-08-31,15075
623554,Columbus Ohio USA ,2022-08-31,18034
623553,Foxborough Massachusetts USA ,2022-08-31,13325
623550,Toronto Canada ,2022-08-31,29130
623241,Harrison New Jersey USA ,2022-08-31,8113
623555,Houston Texas USA ,2022-08-31,21284
623556,Nashville Tennessee USA ,2022-08-31,24127
623557,Austin Texas USA ,2022-08-31,20738
623552,Orlando Florida USA ,2022-08-31,14483
623558,Sandy Utah USA ,2022-08-31,20358
623544,Atlanta Georgia USA ,2022-08-28,42561
623547,Orlando Florida USA ,2022-08-28,16289
623548,Foxborough Massachusetts USA ,2022-08-28,21517
623538,Saint Paul Minnesota USA ,2022-08-27,19624
623537,Harrison New Jersey USA ,2022-08-27,21374
623540,Cincinnati Ohio USA ,2022-08-27,25037
623539,Chester Pennsylvania USA ,2022-08-27,18005
623545,Chicago Illinois USA ,2022-08-27,13907
623546,Charlotte North Carolina USA ,2022-08-27,32495
623541,Kansas City Kansas USA ,2022-08-27,18241
623542,Frisco Texas USA ,2022-08-27,15573
623543,Vancouver Canada ,2022-08-27,16351
623535,Austin Texas USA ,2022-08-26,20738
623536,Portland Oregon USA ,2022-08-26,25218
623528,Bridgeview Illinois USA ,2022-08-21,11720
623529,Columbus Ohio USA ,2022-08-21,17461
623530,Charlotte North Carolina USA ,2022-08-21,30855
623533,Kansas City Kansas USA ,2022-08-21,17348
623534,Nashville Tennessee USA ,2022-08-21,25571
623522,Harrison New Jersey USA ,2022-08-20,16525
623531,Montreal Canada ,2022-08-20,19619
623523,Washington District of Columbia USA ,2022-08-20,17941
623532,Fort Lauderdale Florida USA ,2022-08-20,14388
623524,Saint Paul Minnesota USA ,2022-08-20,19829
623525,Commerce City Colorado USA ,2022-08-20,15380
623526,Sandy Utah USA ,2022-08-20,20567
623527,San Jose California USA ,2022-08-20,18000
623521,Carson California USA ,2022-08-19,23278
623516,Atlanta Georgia USA ,2022-08-17,42555
623517,Toronto Canada ,2022-08-17,28464
623515,Harrison New Jersey USA ,2022-08-17,8531
623518,Frisco Texas USA ,2022-08-17,12479
623519,Vancouver Canada ,2022-08-17,14682
623520,Los Angeles California USA ,2022-08-16,22063
623513,Nashville Tennessee USA ,2022-08-14,25240
623514,Seattle Washington USA ,2022-08-14,33093
623501,Harrison New Jersey USA ,2022-08-13,18218
623505,Cincinnati Ohio USA ,2022-08-13,25037
623502,Foxborough Massachusetts USA ,2022-08-13,24240
623504,Chester Pennsylvania USA ,2022-08-13,18682
623503,Toronto Canada ,2022-08-13,28598
623506,Fort Lauderdale Florida USA ,2022-08-13,11419
623509,Austin Texas USA ,2022-08-13,20738
623508,Commerce City Colorado USA ,2022-08-13,13254
623510,Frisco Texas USA ,2022-08-13,15106
623507,Houston Texas USA ,2022-08-13,21284
623511,Carson California USA ,2022-08-13,21465
623512,Los Angeles California USA ,2022-08-13,22140
623488,Atlanta Georgia USA ,2022-08-06,68586
623489,Charlotte North Carolina USA ,2022-08-06,32538
623490,Montreal Canada ,2022-08-06,18007
623494,Columbus Ohio USA ,2022-08-06,18609
623493,Washington District of Columbia USA ,2022-08-06,16258
623491,Cincinnati Ohio USA ,2022-08-06,23443
623492,Orlando Florida USA ,2022-08-06,16906
623495,Nashville Tennessee USA ,2022-08-06,26326
623496,Kansas City Kansas USA ,2022-08-06,18101
623497,Austin Texas USA ,2022-08-06,20738
623498,Commerce City Colorado USA ,2022-08-06,14738
623499,Sandy Utah USA ,2022-08-06,21810
623500,Portland Oregon USA ,2022-08-06,24114
623487,Vancouver Canada ,2022-08-05,14668
623481,Charlotte North Carolina USA ,2022-08-03,31520
623482,Columbus Ohio USA ,2022-08-03,19010
623485,Portland Oregon USA ,2022-08-03,23101
623486,San Jose California USA ,2022-08-03,11806
623472,Harrison New Jersey USA ,2022-08-02,13812
623483,Seattle Washington USA ,2022-08-02,32207
623480,Washington District of Columbia USA ,2022-07-31,15805
623469,Saint Paul Minnesota USA ,2022-07-30,19792
623470,Chicago Illinois USA ,2022-07-30,23951
623474,Montreal Canada ,2022-07-30,19619
623473,Chester Pennsylvania USA ,2022-07-30,19089
623475,Fort Lauderdale Florida USA ,2022-07-30,13026
623476,Nashville Tennessee USA ,2022-07-30,26578
623477,Foxborough Massachusetts USA ,2022-07-30,29097
623478,Kansas City Kansas USA ,2022-07-30,17287
623479,Frisco Texas USA ,2022-07-30,19096
623468,San Jose California USA ,2022-07-30,12411
623467,Los Angeles California USA ,2022-07-29,22111
623464,Austin Texas USA ,2022-07-24,20738
623466,Carson California USA ,2022-07-24,24122
623453,New York City USA ,2022-07-23,23277
623454,Columbus Ohio USA ,2022-07-23,20383
623455,Cincinnati Ohio USA ,2022-07-23,23420
623456,Orlando Florida USA ,2022-07-23,16031
623457,Toronto Canada ,2022-07-23,29067
623465,Washington District of Columbia USA ,2022-07-23,15734
623458,Houston Texas USA ,2022-07-23,15223
623459,Kansas City Kansas USA ,2022-07-23,20142
623460,Sandy Utah USA ,2022-07-23,20437
623461,Seattle Washington USA ,2022-07-23,32476
623462,Vancouver Canada ,2022-07-23,14984
623463,Portland Oregon USA ,2022-07-23,23795
623449,Atlanta Georgia USA ,2022-07-17,42526
623450,Harrison New Jersey USA ,2022-07-17,25219
623451,Columbus Ohio USA ,2022-07-17,20741
623452,Nashville Tennessee USA ,2022-07-17,30109
623446,Sandy Utah USA ,2022-07-17,20132
623447,San Jose California USA ,2022-07-17,13445
623448,Portland Oregon USA ,2022-07-17,24337
623439,Montreal Canada ,2022-07-16,19619
623440,Chester Pennsylvania USA ,2022-07-16,18257
623441,Chicago Illinois USA ,2022-07-16,13601
623442,Fort Lauderdale Florida USA ,2022-07-16,12274
623443,Saint Paul Minnesota USA ,2022-07-16,19718
623445,Commerce City Colorado USA ,2022-07-16,17975
623444,Frisco Texas USA ,2022-07-16,16833
623429,Atlanta Georgia USA ,2022-07-13,42509
623430,Chicago Illinois USA ,2022-07-13,10450
623434,Washington District of Columbia USA ,2022-07-13,10128
623433,Cincinnati Ohio USA ,2022-07-13,21078
623431,Fort Lauderdale Florida USA ,2022-07-13,10027
623432,Saint Paul Minnesota USA ,2022-07-13,19657
623435,Nashville Tennessee USA ,2022-07-13,26927
623437,Commerce City Colorado USA ,2022-07-13,12538
623436,Frisco Texas USA ,2022-07-13,13656
623438,Carson California USA ,2022-07-13,18453
623428,Austin Texas USA ,2022-07-12,20738
623417,New York City USA ,2022-07-09,17991
623418,Seattle Washington USA ,2022-07-09,47722
623420,Atlanta Georgia USA ,2022-07-09,67516
623419,Charlotte North Carolina USA ,2022-07-09,36244
623424,Montreal Canada ,2022-07-09,14127
623421,Cincinnati Ohio USA ,2022-07-09,24476
623423,Toronto Canada ,2022-07-09,27149
623425,Chicago Illinois USA ,2022-07-09,15157
623426,Houston Texas USA ,2022-07-09,21284
623427,Sandy Utah USA ,2022-07-09,20242
623422,Orlando Florida USA ,2022-07-09,20052
623414,Chester Pennsylvania USA ,2022-07-08,19007
623415,Los Angeles California USA ,2022-07-08,22231
623416,Vancouver Canada ,2022-07-08,14201
623410,Orlando Florida USA ,2022-07-04,16
623411,Commerce City Colorado USA ,2022-07-04,18084
623412,Frisco Texas USA ,2022-07-04,19096
623413,Carson California USA ,2022-07-04,23855
623404,New York City USA ,2022-07-03,17704
623406,Columbus Ohio USA ,2022-07-03,20469
623405,Foxborough Massachusetts USA ,2022-07-03,20193
623401,Saint Paul Minnesota USA ,2022-07-03,19647
623407,Kansas City Kansas USA ,2022-07-03,19065
623408,Houston Texas USA ,2022-07-03,19242
623409,Nashville Tennessee USA ,2022-07-03,28387
623402,San Jose California USA ,2022-07-03,13224
623400,Toronto Canada ,2022-07-02,23594
623403,Vancouver Canada ,2022-07-02,18292
623391,Charlotte North Carolina USA ,2022-06-30,31661
623396,Harrison New Jersey USA ,2022-06-30,14122
623392,Cincinnati Ohio USA ,2022-06-29,21258
623394,Toronto Canada ,2022-06-29,21289
623395,Chicago Illinois USA ,2022-06-29,10384
623397,Seattle Washington USA ,2022-06-29,32375
623484,Carson California USA ,2022-06-29,18337
623399,Los Angeles California USA ,2022-06-29,22014
623398,Portland Oregon USA ,2022-06-29,22932
623388,Los Angeles California USA ,2022-06-26,22077
623389,Chester Pennsylvania USA ,2022-06-26,18589
623390,Vancouver Canada ,2022-06-26,15084
623377,Seattle Washington USA ,2022-06-25,33380
623378,Washington District of Columbia USA ,2022-06-25,19325
623379,Montreal Canada ,2022-06-25,13520
623380,Toronto Canada ,2022-06-25,25527
623382,Houston Texas USA ,2022-06-25,13081
623383,Fort Lauderdale Florida USA ,2022-06-25,12147
623384,Austin Texas USA ,2022-06-25,20738
623386,Sandy Utah USA ,2022-06-25,20311
623387,Portland Oregon USA ,2022-06-25,23448
623381,Cincinnati Ohio USA ,2022-06-24,24263
623374,Atlanta Georgia USA ,2022-06-19,42539
623369,Foxborough Massachusetts USA ,2022-06-19,21289
623375,New York City USA ,2022-06-19,19812
623376,Nashville Tennessee USA ,2022-06-19,29269
623363,Seattle Washington USA ,2022-06-18,34642
623364,Carson California USA ,2022-06-18,21414
623365,Harrison New Jersey USA ,2022-06-18,19142
623366,Montreal Canada ,2022-06-18,15045
623370,Columbus Ohio USA ,2022-06-18,20446
623368,Orlando Florida USA ,2022-06-18,16333
623367,Chester Pennsylvania USA ,2022-06-18,18717
623371,Chicago Illinois USA ,2022-06-18,17650
623372,Frisco Texas USA ,2022-06-18,19096
623373,Sandy Utah USA ,2022-06-18,20517
623393,Foxborough Massachusetts USA ,2022-06-15,15308
623289,Seattle Washington USA ,2022-06-14,31165
623362,Kansas City Kansas USA ,2022-06-12,18703
623360,Charlotte North Carolina USA ,2022-06-11,32064
623361,Nashville Tennessee USA ,2022-06-11,28672
623359,Vancouver Canada ,2022-06-04,17134
623356,Carson California USA ,2022-05-29,20433
623358,Seattle Washington USA ,2022-05-29,32763
623345,Los Angeles California USA ,2022-05-28,22007
623347,Atlanta Georgia USA ,2022-05-28,42504
623346,Harrison New Jersey USA ,2022-05-28,13678
623348,Toronto Canada ,2022-05-28,25906
623349,Montreal Canada ,2022-05-28,14225
623350,Foxborough Massachusetts USA ,2022-05-28,20398
623351,Orlando Florida USA ,2022-05-28,17380
623352,Fort Lauderdale Florida USA ,2022-05-28,11161
623353,Saint Paul Minnesota USA ,2022-05-28,19695
623354,Commerce City Colorado USA ,2022-05-28,15465
623357,Kansas City Kansas USA ,2022-05-28,19206
623355,Sandy Utah USA ,2022-05-28,20489
623332,Montreal Canada ,2022-05-22,14205
623338,Charlotte North Carolina USA ,2022-05-22,32034
623337,New York New York USA ,2022-05-22,18823
623339,Fort Lauderdale Florida USA ,2022-05-22,11007
623340,Frisco Texas USA ,2022-05-22,15280
623335,San Jose California USA ,2022-05-22,14233
623342,Austin Texas USA ,2022-05-22,20738
623343,Commerce City Colorado USA ,2022-05-22,14923
623341,Carson California USA ,2022-05-22,22471
623344,Portland Oregon USA ,2022-05-22,22288
623331,Columbus Ohio USA ,2022-05-21,19649
623333,Washington District of Columbia USA ,2022-05-21,18320
623334,Cincinnati Ohio USA ,2022-05-21,22844
623336,Nashville Tennessee USA ,2022-05-21,30109
623320,Washington District of Columbia USA ,2022-05-18,16072
623323,Harrison New Jersey USA ,2022-05-18,13257
623322,Chester Pennsylvania USA ,2022-05-18,15747
623324,Saint Paul Minnesota USA ,2022-05-18,19645
623326,Houston Texas USA ,2022-05-18,11093
623325,Nashville Tennessee USA ,2022-05-18,26003
623327,Kansas City Kansas USA ,2022-05-18,17233
623328,Vancouver Canada ,2022-05-18,12716
623329,Los Angeles California USA ,2022-05-18,22034
623330,San Jose California USA ,2022-05-18,11788
623318,Atlanta Georgia USA ,2022-05-15,42516
623319,Seattle Washington USA ,2022-05-15,32613
623306,Toronto Canada ,2022-05-14,26146
623307,Commerce City Colorado USA ,2022-05-14,15022
623310,Charlotte North Carolina USA ,2022-05-14,33323
623309,New York City USA ,2022-05-14,18813
623308,Vancouver Canada ,2022-05-14,15087
623311,Chester Pennsylvania USA ,2022-05-14,18579
623313,Chicago Illinois USA ,2022-05-14,14049
623312,Fort Lauderdale Florida USA ,2022-05-14,13317
623314,Houston Texas USA ,2022-05-14,16035
623315,Sandy Utah USA ,2022-05-14,20122
623316,Portland Oregon USA ,2022-05-14,23503
623317,Carson California USA ,2022-05-14,25174
623303,Vancouver Canada ,2022-05-08,17709
623304,Nashville Tennessee USA ,2022-05-08,28226
623305,Austin Texas USA ,2022-05-08,20738
623293,Charlotte North Carolina USA ,2022-05-07,32018
623294,Montreal Canada ,2022-05-07,14068
623295,Atlanta Georgia USA ,2022-05-07,42547
623297,New York New York USA ,2022-05-07,15031
623296,Harrison New Jersey USA ,2022-05-07,17107
623299,Washington District of Columbia USA ,2022-05-07,15194
623298,Foxborough Massachusetts USA ,2022-05-07,26421
623300,Saint Paul Minnesota USA ,2022-05-07,19662
623301,Frisco Texas USA ,2022-05-07,19096
623292,San Jose California USA ,2022-05-07,14077
623302,Los Angeles California USA ,2022-05-07,22022
623321,Cincinnati Ohio USA ,2022-05-04,19563
623290,New York City USA ,2022-05-01,17174
622042,Nashville Tennessee USA ,2022-05-01,30109
623291,Los Angeles California USA ,2022-05-01,22010
623279,Houston Texas USA ,2022-04-30,16296
623280,Toronto Canada ,2022-04-30,23591
623281,Sandy Utah USA ,2022-04-30,20775
623282,Montreal Canada ,2022-04-30,15060
623283,Columbus Ohio USA ,2022-04-30,19402
623285,Foxborough Massachusetts USA ,2022-04-30,25509
623284,Orlando Florida USA ,2022-04-30,17012
623286,Chicago Illinois USA ,2022-04-30,11108
623287,Kansas City Kansas USA ,2022-04-30,17334
623288,Commerce City Colorado USA ,2022-04-30,14038
623275,Fort Lauderdale Florida USA ,2022-04-24,13433
623276,Orlando Florida USA ,2022-04-24,17503
623277,Cincinnati Ohio USA ,2022-04-24,20883
623278,New York New York USA ,2022-04-24,17626
623265,Frisco Texas USA ,2022-04-23,15792
623266,Chester Pennsylvania USA ,2022-04-23,18476
623267,Saint Paul Minnesota USA ,2022-04-23,19658
623268,Washington District of Columbia USA ,2022-04-23,17131
623269,Austin Texas USA ,2022-04-23,20738
623270,Kansas City Kansas USA ,2022-04-23,18483
623271,Commerce City Colorado USA ,2022-04-23,13160
623272,Portland Oregon USA ,2022-04-23,24206
623274,San Jose California USA ,2022-04-23,12467
623273,Carson California USA ,2022-04-23,26674
623263,New York City USA ,2022-04-17,14513
623264,Los Angeles California USA ,2022-04-17,22097
623251,Montreal Canada ,2022-04-16,12042
623252,San Jose California USA ,2022-04-16,10394
623253,Atlanta Georgia USA ,2022-04-16,42948
623254,Houston Texas USA ,2022-04-16,13650
623255,Harrison New Jersey USA ,2022-04-16,14456
623256,Columbus Ohio USA ,2022-04-16,18030
623258,Foxborough Massachusetts USA ,2022-04-16,15344
623259,Toronto Canada ,2022-04-16,20809
623260,Chicago Illinois USA ,2022-04-16,30282
623257,Washington District of Columbia USA ,2022-04-16,16840
623261,Saint Paul Minnesota USA ,2022-04-16,19629
623262,Seattle Washington USA ,2022-04-16,32126
623238,Charlotte North Carolina USA ,2022-04-10,32496
623250,Austin Texas USA ,2022-04-10,20738
623237,Orlando Florida USA ,2022-04-09,16051
623240,Fort Lauderdale Florida USA ,2022-04-09,11472
623239,Harrison New Jersey USA ,2022-04-09,15734
623243,Chester Pennsylvania USA ,2022-04-09,18321
623242,Carson California USA ,2022-04-09,25174
623244,Sandy Utah USA ,2022-04-09,20136
623245,Frisco Texas USA ,2022-04-09,15893
623246,Houston Texas USA ,2022-04-09,15414
623247,Kansas City Kansas USA ,2022-04-09,18852
623248,Vancouver Canada ,2022-04-09,16772
623223,Portland Oregon USA ,2022-04-03,24534
623224,Chicago Illinois USA ,2022-04-02,11411
623226,Cincinnati Ohio USA ,2022-04-02,20386
623225,Toronto Canada ,2022-04-02,21802
623227,Columbus Ohio USA ,2022-04-02,20371
623230,Washington District of Columbia USA ,2022-04-02,17289
623228,Foxborough Massachusetts USA ,2022-04-02,16265
623231,Orlando Florida USA ,2022-04-02,16753
623232,Chester Pennsylvania USA ,2022-04-02,18136
623229,San Jose California USA ,2022-04-02,13062
623233,Saint Paul Minnesota USA ,2022-04-02,19615
623235,Vancouver Canada ,2022-04-02,16772
623236,Commerce City Colorado USA ,2022-04-02,13380
623234,Fort Lauderdale Florida USA ,2022-04-02,13083
623222,Portland Oregon USA ,2022-03-27,22948
623220,Charlotte North Carolina USA ,2022-03-26,30242
623221,Kansas City Kansas USA ,2022-03-26,19107
623208,Harrison New Jersey USA ,2022-03-20,15323
623217,Austin Texas USA ,2022-03-20,20738
623219,Los Angeles California USA ,2022-03-20,22065
623207,Cincinnati Ohio USA ,2022-03-19,19365
623206,New York City USA ,2022-03-19,15968
623209,Toronto Canada ,2022-03-19,21501
623210,Carson California USA ,2022-03-19,25174
623211,Atlanta Georgia USA ,2022-03-19,42578
623212,Chicago Illinois USA ,2022-03-19,9352
623213,Charlotte North Carolina USA ,2022-03-19,29318
623214,Saint Paul Minnesota USA ,2022-03-19,18685
623218,Frisco Texas USA ,2022-03-19,19096
623215,Houston Texas USA ,2022-03-19,17007
623216,Sandy Utah USA ,2022-03-19,20036
623205,Atlanta Georgia USA ,2022-03-13,43055
622043,Harrison New Jersey USA ,2022-03-13,14848
622044,New York City USA ,2022-03-12,21113
623195,Columbus Ohio USA ,2022-03-12,16116
623194,Fort Lauderdale Florida USA ,2022-03-12,11465
623196,Seattle Washington USA ,2022-03-12,33200
623197,Houston Texas USA ,2022-03-12,13028
623201,Washington District of Columbia USA ,2022-03-12,13795
623198,Foxborough Massachusetts USA ,2022-03-12,10633
623200,Orlando Florida USA ,2022-03-12,16512
623199,Chester Pennsylvania USA ,2022-03-12,14533
623202,Frisco Texas USA ,2022-03-12,13448
623203,Commerce City Colorado USA ,2022-03-12,12387
623204,Portland Oregon USA ,2022-03-12,22795
623192,Austin Texas USA ,2022-03-06,20738
623193,Los Angeles California USA ,2022-03-06,22102
622055,Foxborough Massachusetts USA ,2022-03-05,14554
622054,Toronto Canada ,2022-03-05,23121
622053,Kansas City Kansas USA ,2022-03-05,18872
622052,Montreal Canada ,2022-03-05,13067
623191,San Jose California USA ,2022-03-05,12888
622050,Chicago Illinois USA ,2022-03-05,25477
622046,Commerce City Colorado USA ,2022-03-05,12538
622047,Cincinnati Ohio USA ,2022-03-05,22183
622048,Saint Paul Minnesota USA ,2022-03-05,18107
622051,Sandy Utah USA ,2022-03-05,20017
622049,Vancouver Canada ,2022-03-05,18643
622045,Charlotte North Carolina USA ,2022-03-05,74479
622059,Orlando Florida USA ,2022-02-27,21283
622058,Atlanta Georgia USA ,2022-02-27,67523
622057,Carson California USA ,2022-02-27,25174
622056,Houston Texas USA ,2022-02-27,18561
622069,Seattle Washington USA ,2022-02-27,30013
622068,Chester Pennsylvania USA ,2022-02-26,17487
622067,Columbus Ohio USA ,2022-02-26,18939
622066,Los Angeles California USA ,2022-02-26,22010
622065,Frisco Texas USA ,2022-02-26,12233
622063,Austin Texas USA ,2022-02-26,20738
622061,Washington District of Columbia USA ,2022-02-26,16412
622062,Fort Lauderdale Florida USA ,2022-02-26,15973
622064,San Jose California USA ,2022-02-26,16146
622060,Portland Oregon USA ,2022-02-26,23411
598134,Montreal Canada ,2021-11-07,
598140,Columbus Ohio USA ,2021-11-07,19351
598135,Cincinnati Ohio USA ,2021-11-07,23663
598139,Nashville Tennessee USA ,2021-11-07,26913
598138,Foxborough Massachusetts USA ,2021-11-07,31635
598137,New York City USA ,2021-11-07,
598136,Toronto Canada ,2021-11-07,11166
598146,Commerce City Colorado USA ,2021-11-07,16292
598143,Carson California USA ,2021-11-07,23803
598142,Portland Oregon USA ,2021-11-07,23127
598141,San Jose California USA ,2021-11-07,
598145,Kansas City Kansas USA ,2021-11-07,19022
598144,Vancouver Canada ,2021-11-07,
598131,Montreal Canada ,2021-11-03,
598130,Harrison New Jersey USA ,2021-11-03,15934
598132,Austin Texas USA ,2021-11-03,20738
598133,Sandy Utah USA ,2021-11-03,18405
598129,Los Angeles California USA ,2021-11-02,22221
598128,Seattle Washington USA ,2021-11-01,32781
598124,Saint Paul Minnesota USA ,2021-10-31,
598126,Houston Texas USA ,2021-10-31,14474
598127,Orlando Florida USA ,2021-10-31,15959
598120,Chester Pennsylvania USA ,2021-10-31,13488
598119,Fort Lauderdale Florida USA ,2021-10-30,17595
598123,Sandy Utah USA ,2021-10-30,15553
598118,Harrison New Jersey USA ,2021-10-30,16344
598117,Atlanta Georgia USA ,2021-10-30,43372
598121,Washington District of Columbia USA ,2021-10-30,16787
598122,Frisco Texas USA ,2021-10-30,16080
598107,Foxborough Massachusetts USA ,2021-10-27,10199
598106,Atlanta Georgia USA ,2021-10-27,42536
598109,Columbus Ohio USA ,2021-10-27,16676
598112,Washington District of Columbia USA ,2021-10-27,14109
